2021-09-20 14:48:15:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-20_12.txt
2021-09-29 10:32:35:[Window      ] Provider: sdl2
2021-09-29 10:32:35:[Window      ] Activate GLES2/ANGLE context
2021-09-29 10:32:35:[GL          ] Using the "OpenGL" graphics system
2021-09-29 10:32:35:[GL          ] Backend used <angle_sdl2>
2021-09-29 10:32:35:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:32:35:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 10:32:35:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 10:32:35:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 10:32:35:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:32:35:[GL          ] Texture max size <16384>
2021-09-29 10:32:35:[GL          ] Texture max units <16>
2021-09-29 10:32:35:[Window      ] auto add sdl2 input provider
2021-09-29 10:32:35:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 10:32:35:[Text        ] Provider: sdl2
2021-09-29 10:32:35:[GL          ] NPOT texture support is available
2021-09-29 10:32:35:[GL          ] Unpack subimage support is available
2021-09-29 10:32:37:[Base        ] Start application main loop
2021-09-29 10:32:43:[Clipboard   ] Provider: winctypes
2021-09-29 10:33:05:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_14.txt
2021-09-29 10:33:05:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 10:33:05:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 10:33:05:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 10:33:05:[Kivy        ] v2.0.0
2021-09-29 10:33:05:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 10:33:05:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 10:33:05:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 10:33:05:[KivyMD      ] v0.104.1
2021-09-29 10:33:05:[Factory     ] 186 symbols loaded
2021-09-29 10:33:05:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 10:33:05:[Window      ] Provider: sdl2
2021-09-29 10:33:05:[Window      ] Activate GLES2/ANGLE context
2021-09-29 10:33:05:[GL          ] Using the "OpenGL" graphics system
2021-09-29 10:33:05:[GL          ] Backend used <angle_sdl2>
2021-09-29 10:33:05:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:33:05:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 10:33:05:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 10:33:05:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 10:33:05:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:33:05:[GL          ] Texture max size <16384>
2021-09-29 10:33:05:[GL          ] Texture max units <16>
2021-09-29 10:33:05:[Window      ] auto add sdl2 input provider
2021-09-29 10:33:05:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 10:33:05:[Text        ] Provider: sdl2
2021-09-29 10:33:05:[GL          ] NPOT texture support is available
2021-09-29 10:33:06:[GL          ] Unpack subimage support is available
2021-09-29 10:33:07:[Base        ] Start application main loop
2021-09-29 10:33:10:[Clipboard   ] Provider: winctypes
2021-09-29 10:33:32:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_15.txt
2021-09-29 10:33:32:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 10:33:32:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 10:33:32:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 10:33:32:[Kivy        ] v2.0.0
2021-09-29 10:33:32:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 10:33:32:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 10:33:32:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 10:33:32:[KivyMD      ] v0.104.1
2021-09-29 10:33:32:[Factory     ] 186 symbols loaded
2021-09-29 10:33:32:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 10:33:32:[Window      ] Provider: sdl2
2021-09-29 10:33:32:[Window      ] Activate GLES2/ANGLE context
2021-09-29 10:33:33:[GL          ] Using the "OpenGL" graphics system
2021-09-29 10:33:33:[GL          ] Backend used <angle_sdl2>
2021-09-29 10:33:33:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:33:33:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 10:33:33:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 10:33:33:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 10:33:33:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:33:33:[GL          ] Texture max size <16384>
2021-09-29 10:33:33:[GL          ] Texture max units <16>
2021-09-29 10:33:33:[Window      ] auto add sdl2 input provider
2021-09-29 10:33:33:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 10:33:33:[Text        ] Provider: sdl2
2021-09-29 10:33:33:[GL          ] NPOT texture support is available
2021-09-29 10:33:33:[GL          ] Unpack subimage support is available
2021-09-29 10:33:35:[Base        ] Start application main loop
2021-09-29 10:33:45:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_16.txt
2021-09-29 10:33:45:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 10:33:45:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 10:33:45:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 10:33:45:[Kivy        ] v2.0.0
2021-09-29 10:33:45:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 10:33:45:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 10:33:45:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 10:33:45:[KivyMD      ] v0.104.1
2021-09-29 10:33:45:[Factory     ] 186 symbols loaded
2021-09-29 10:33:45:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 10:33:45:[Window      ] Provider: sdl2
2021-09-29 10:33:45:[Window      ] Activate GLES2/ANGLE context
2021-09-29 10:33:45:[GL          ] Using the "OpenGL" graphics system
2021-09-29 10:33:45:[GL          ] Backend used <angle_sdl2>
2021-09-29 10:33:45:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:33:45:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 10:33:45:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 10:33:45:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 10:33:45:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:33:45:[GL          ] Texture max size <16384>
2021-09-29 10:33:45:[GL          ] Texture max units <16>
2021-09-29 10:33:45:[Window      ] auto add sdl2 input provider
2021-09-29 10:33:45:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 10:33:45:[Text        ] Provider: sdl2
2021-09-29 10:33:45:[GL          ] NPOT texture support is available
2021-09-29 10:33:46:[GL          ] Unpack subimage support is available
2021-09-29 10:33:47:[Base        ] Start application main loop
2021-09-29 10:33:54:[Clipboard   ] Provider: winctypes
2021-09-29 10:34:03:Deprecated property "<VariableListProperty name=padding_x>" of object "<Empx.utilskv.OTP_TXTInput object at 0x000001367A20E438>" was accessed, it will be removed in a future version
2021-09-29 10:40:29:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_17.txt
2021-09-29 10:40:29:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 10:40:29:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 10:40:29:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 10:40:29:[Kivy        ] v2.0.0
2021-09-29 10:40:29:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 10:40:29:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 10:40:29:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 10:40:29:[KivyMD      ] v0.104.1
2021-09-29 10:40:29:[Factory     ] 186 symbols loaded
2021-09-29 10:40:30:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 10:40:31:[Window      ] Provider: sdl2
2021-09-29 10:40:31:[Window      ] Activate GLES2/ANGLE context
2021-09-29 10:40:42:[GL          ] Using the "OpenGL" graphics system
2021-09-29 10:40:42:[GL          ] Backend used <angle_sdl2>
2021-09-29 10:40:42:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:40:42:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 10:40:42:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 10:40:42:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 10:40:42:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 10:40:43:[GL          ] Texture max size <16384>
2021-09-29 10:40:43:[GL          ] Texture max units <16>
2021-09-29 10:40:43:[Window      ] auto add sdl2 input provider
2021-09-29 10:40:44:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 10:40:44:[Text        ] Provider: sdl2
2021-09-29 10:40:44:[GL          ] NPOT texture support is available
2021-09-29 10:40:45:[GL          ] Unpack subimage support is available
2021-09-29 10:40:47:[Base        ] Start application main loop
2021-09-29 11:25:58:[Logger      ] Record log in C:\Users\Sankar_Senthil\.kivy\logs\kivy_21-09-29_27.txt
2021-09-29 11:25:58:[deps        ] Successfully imported "kivy_deps.angle" 0.3.0
2021-09-29 11:25:58:[deps        ] Successfully imported "kivy_deps.glew" 0.3.0
2021-09-29 11:25:58:[deps        ] Successfully imported "kivy_deps.sdl2" 0.3.1
2021-09-29 11:25:58:[Kivy        ] v2.0.0
2021-09-29 11:25:58:[Kivy        ] Installed at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\__init__.py"
2021-09-29 11:25:58:[Python      ] v3.7.3 (v3.7.3:ef4ec6ed12, Mar 25 2019, 22:22:05) [MSC v.1916 64 bit (AMD64)]
2021-09-29 11:25:58:[Python      ] Interpreter at "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\python.exe"
2021-09-29 11:25:58:[KivyMD      ] v0.104.1
2021-09-29 11:25:58:[Factory     ] 186 symbols loaded
2021-09-29 11:25:58:[Image       ] Providers: img_tex, img_dds, img_sdl2, img_pil (img_ffpyplayer ignored)
2021-09-29 11:25:58:[Window      ] Provider: sdl2
2021-09-29 11:25:58:[Window      ] Activate GLES2/ANGLE context
2021-09-29 11:25:58:[GL          ] Using the "OpenGL" graphics system
2021-09-29 11:25:58:[GL          ] Backend used <angle_sdl2>
2021-09-29 11:25:58:[GL          ] OpenGL version <b'OpenGL ES 3.0.0 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 11:25:58:[GL          ] OpenGL vendor <b'Google Inc.'>
2021-09-29 11:25:58:[GL          ] OpenGL renderer <b'ANGLE (AMD Radeon(TM) Vega 8 Graphics Direct3D11 vs_5_0 ps_5_0)'>
2021-09-29 11:25:58:[GL          ] OpenGL parsed version: 3, 0
2021-09-29 11:25:58:[GL          ] Shading version <b'OpenGL ES GLSL ES 3.00 (ANGLE 2.1.13739 git hash: 385fb40fd460)'>
2021-09-29 11:25:58:[GL          ] Texture max size <16384>
2021-09-29 11:25:58:[GL          ] Texture max units <16>
2021-09-29 11:25:58:[Window      ] auto add sdl2 input provider
2021-09-29 11:25:58:[Window      ] virtual keyboard not allowed, single mode, not docked
2021-09-29 11:25:58:[Text        ] Provider: sdl2
2021-09-29 11:25:58:[GL          ] NPOT texture support is available
2021-09-29 11:25:59:[GL          ] Unpack subimage support is available
2021-09-29 11:26:00:[Base        ] Start application main loop
2021-09-29 11:26:26:[Clipboard   ] Provider: winctypes
2021-09-29 11:26:32:Deprecated property "<VariableListProperty name=padding_x>" of object "<Empx.utilskv.OTP_TXTInput object at 0x000001D46C1695F8>" was accessed, it will be removed in a future version
2021-09-29 11:30:11:Internet-Connection Error
2021-09-29 11:30:26:Internet-Connection Error
2021-09-29 11:32:28:Internet-Connection Error
2021-09-29 11:53:53:Internet-Connection Error
2021-09-29 11:56:12:stderr: Exception in thread Thread-23:
2021-09-29 11:56:12:stderr: Traceback (most recent call last):
2021-09-29 11:56:12:stderr:   File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\threading.py", line 917, in _bootstrap_inner
2021-09-29 11:56:12:stderr:     self.run()
2021-09-29 11:56:12:stderr:   File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\threading.py", line 865, in run
2021-09-29 11:56:12:stderr:     self._target(*self._args, **self._kwargs)
2021-09-29 11:56:12:stderr:   File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\win10toast\__init__.py", line 106, in _show_toast
2021-09-29 11:56:12:stderr:     Shell_NotifyIcon(NIM_ADD, nid)
2021-09-29 11:56:12:stderr: pywintypes.error: (-2147467259, 'Shell_NotifyIcon', 'Unspecified error')
2021-09-29 11:56:12:stderr: 
2021-09-29 11:56:14:[Base        ] Leaving application in progress...
2021-09-29 11:56:14:ERROR-MESSAGE
Traceback (most recent call last):
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 242, in create_handler
    return eval(value, idmap), bound_list
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\static\kivy_files\main.kv", line 1120, in <module>
    text:len(utils.GeneralMethods.Auth_table_dict['serial_key'])*'X' if type(utils.GeneralMethods.Auth_table_dict['remaining_days']) == int  else ''
TypeError: object of type 'int' has no len()

During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 697, in _apply_rule
    rctx['ids'])
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 247, in create_handler
    cause=tb)
kivy.lang.builder.BuilderException: Parser: File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\static\kivy_files\main.kv", line 1120:
...
   1118:            pos_hint:{"x":0.02,"y":0.27}
   1119:            font_size:self.height/4.5
>> 1120:            text:len(utils.GeneralMethods.Auth_table_dict['serial_key'])*'X' if type(utils.GeneralMethods.Auth_table_dict['remaining_days']) == int  else ''
   1121:            font_name:Factory.AntivirusGUI.font_path+'Montserrat-Medium.ttf'
   1122:
...
TypeError: object of type 'int' has no len()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 242, in create_handler
    return eval(value, idmap), bound_list
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\static\kivy_files\main.kv", line 1120, in <module>
    text:len(utils.GeneralMethods.Auth_table_dict['serial_key'])*'X' if type(utils.GeneralMethods.Auth_table_dict['remaining_days']) == int  else ''


During handling of the above exception, another exception occurred:

Traceback (most recent call last):
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\antivirus_gui.py", line 1492, in <module>
    AntivirusSoftware().run()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\app.py", line 950, in run
    runTouchApp()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 582, in runTouchApp
    EventLoop.mainloop()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 347, in mainloop
    self.idle()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 391, in idle
    self.dispatch_input()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 342, in dispatch_input
    post_dispatch_input(*pop(0))
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\base.py", line 308, in post_dispatch_input
    wid.dispatch('on_touch_up', me)
  File "kivy\_event.pyx", line 709, in kivy._event.EventDispatcher.dispatch
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\behaviors\button.py", line 179, in on_touch_up
    self.dispatch('on_release')
  File "kivy\_event.pyx", line 705, in kivy._event.EventDispatcher.dispatch
  File "kivy\_event.pyx", line 1248, in kivy._event.EventObservers.dispatch
  File "kivy\_event.pyx", line 1132, in kivy._event.EventObservers._dispatch
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 57, in custom_callback
    exec(__kvlang__.co_value, idmap)
  File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\static\kivy_files\main.kv", line 698, in <module>
    object_data = Factory.license_popup()
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\modalview.py", line 187, in __init__
    super(ModalView, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\anchorlayout.py", line 68, in __init__
    super(AnchorLayout, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\layout.py", line 76, in __init__
    super(Layout, self).__init__(**kwargs)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\widget.py", line 361, in __init__
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\uix\widget.py", line 465, in apply_class_lang_rules
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 543, in apply
    rule_children=rule_children)
  File "C:\Users\Sankar_Senthil\AppData\Local\Programs\Python\Python37\lib\site-packages\kivy\lang\builder.py", line 712, in _apply_rule
    e), cause=tb)
kivy.lang.builder.BuilderException: Parser: File "d:\Dima_Antivirus\DimaAV_Basic\WINDOWS-BUILD\AV_BUILD\DimaAV_Build\PROGRAMMING_CODES\static\kivy_files\main.kv", line 1120:
...
   1118:            pos_hint:{"x":0.02,"y":0.27}
   1119:            font_size:self.height/4.5
>> 1120:            text:len(utils.GeneralMethods.Auth_table_dict['serial_key'])*'X' if type(utils.GeneralMethods.Auth_table_dict['remaining_days']) == int  else ''
